vehicle_id,make,model,year,type,fuel_type,transmission,color,price,mileage_kmpl,range_km,battery_kwh,engine_cc,seating_capacity,km_driven,condition_score,owner_name,owner_contact,registration_number,city,status,insurance_valid_till,last_service_date,age_years,resale_value
VH0525,Ather,450 Plus,2020,Electric Scooter,Electric,Automatic,Blue,155382,,221.0,81.2,,2,52112,6.3,Sanjay Gupta,9852809702,WB51CQ5637,Kolkata,Sold,2024-07-18,2022-09-26,4,97562
VH0487,Toyota,Glanza,2015,Hatchback,Petrol,CVT,Silver,686817,31.2,,,1300.0,5,103438,2.1,Sanjay Kaur,9730238228,WB98YW9808,Kolkata,Available,2024-03-06,2022-10-12,9,206045
VH0524,Bajaj,Pulsar 150,2020,Motorcycle,Petrol,Manual,White,125068,43.4,,,250.0,2,107325,4.4,Seema Dubey,9881034931,HR95BY3933,Faridabad,Available,2027-09-12,2022-11-23,4,71623
VH0491,Hero,Passion Pro,2018,Motorcycle,Petrol,Manual,Red,77392,19.9,,,150.0,2,76014,4.5,Anjali Bhatt,9627162809,WB78ZH9615,Kolkata,Available,2024-03-21,2022-07-06,6,34360
VH0643,Bajaj,Pulsar 150,2023,Motorcycle,Petrol,Manual,Blue,146186,29.9,,,400.0,2,118090,5.6,Ravi Nair,9224106516,HR17NW7993,Faridabad,Available,2027-06-14,2024-01-24,1,117228
VH0253,Toyota,Fortuner,2017,SUV,CNG,DCT,White,3965652,26.2,,,1850.0,5,21634,5.8,Manoj Dubey,9614345062,GJ43XD8889,Surat,Available,2027-08-18,2024-04-21,7,1659093
VH0694,Bajaj,Avenger 220,2015,Motorcycle,Petrol,Manual,Silver,121119,47.8,,,500.0,2,90771,2.5,Kavya Verma,9395843204,TN94IC3827,Chennai,Sold,2026-11-01,2024-04-18,9,36335
VH0750,Hero,Xtreme 160R,2021,Motorcycle,Petrol,Manual,Maroon,154067,45.6,,,150.0,2,64608,6.3,Sunita Singh,9912399890,MH23QS9462,Mumbai,Available,2027-05-23,2024-01-04,3,107136
VH0237,Hyundai,Tucson,2022,SUV,Petrol,DCT,Blue,3654298,46.1,,,2000.0,5,70890,6.6,Manpreet Chauhan,9271122762,MP29FQ2117,Bhopal,Available,2026-04-06,2022-07-08,2,2810557
VH0886,Toyota,Urban Cruiser,2020,Compact SUV,Petrol,CVT,Yellow,1021584,45.2,,,1150.0,5,17924,7.4,Arjun Verma,9147259052,MH79MI7461,Mumbai,Available,2025-02-02,2024-05-06,4,676366
VH0080,TVS,iQube Electric,2024,Electric Scooter,Electric,Automatic,Red,158093,,214.0,56.7,,2,61962,7.9,Seema Kaur,9262089272,PB83UT6295,Amritsar,Available,2026-06-24,2023-09-13,0,148297
VH0173,TVS,Ntorq 125,2023,Scooter,Petrol,Manual,Green,120356,47.7,,,150.0,2,44410,8.0,Gurpreet Rao,9928316966,RJ48EX5403,Jaipur,Sold,2026-05-29,2023-07-12,1,105382
VH0815,Maruti Suzuki,Ertiga,2024,MPV,Petrol,Automatic,Maroon,1324165,53.6,,,2000.0,8,11137,9.6,Simran Nair,9314234368,HR14TD1920,Gurugram,Under Maintenance,2025-01-15,2022-07-07,0,1309417
VH0286,Skoda,Slavia,2020,Sedan,Petrol,Automatic,Maroon,1445649,23.7,,,1850.0,5,1670,7.9,Nisha Rao,9524995927,TS02FZ5523,Hyderabad,Sold,2024-03-27,2024-08-31,4,980627
VH0672,Royal Enfield,Classic 350,2017,Motorcycle,Petrol,Manual,White,205949,27.1,,,150.0,2,79281,3.9,Harpreet Dubey,9964062922,MH90MW3098,Pune,Sold,2026-04-23,2023-04-26,7,74289
VH0532,Skoda,Octavia,2023,Sedan,Diesel,AMT,Green,5062958,20.6,,,1550.0,5,64783,7.3,Manoj Agarwal,9577729523,KL06QZ5807,Kochi,Available,2027-11-24,2023-10-03,1,4329927
VH0058,Volkswagen,Virtus,2019,Sedan,Petrol,AMT,Brown,1380909,41.8,,,1450.0,5,111295,3.8,Divya Tiwari,9841218491,MH57LS5901,Mumbai,Available,2025-09-10,2023-02-12,5,674857
VH0134,Ford,Aspire,2015,Sedan,Petrol,Automatic,Red,737397,14.7,,,1850.0,5,72673,3.1,Meera Bhatt,9994816400,KL20GK4768,Kochi,Available,2027-09-02,2023-11-23,9,221219
VH0141,Tata,Tiago,2015,Hatchback,Petrol,AMT,Green,557835,17.1,,,1250.0,5,64804,3.3,Rahul Menon,9941328406,UK77MY6347,Dehradun,Under Maintenance,2025-04-12,2023-12-30,9,167350
VH0934,Toyota,Innova Crysta,2023,MPV,Diesel,DCT,Red,2844979,22.4,,,1650.0,7,70959,7.1,Ravi Agarwal,9189730334,MP78RC4956,Bhopal,Available,2024-07-10,2023-06-16,1,2415503
VH0685,Maruti Suzuki,Vitara Brezza,2018,Compact SUV,Diesel,Manual,Red,1024926,16.3,,,1000.0,5,2351,6.9,Rohit Agarwal,9342697336,UK60TF2093,Dehradun,Available,2025-01-29,2023-07-17,6,530551
VH0824,Maruti Suzuki,Vitara Brezza,2017,Compact SUV,CNG,CVT,Black,1013922,29.3,,,1050.0,5,17294,5.9,Gurpreet Yadav,9966643102,UK17QJ6588,Dehradun,Sold,2026-01-26,2024-08-27,7,428590
VH0215,Tata,Nexon,2019,Compact SUV,CNG,AMT,Grey,1219171,31.0,,,1250.0,5,106931,3.9,Rohit Gupta,9277042316,GJ88EK9031,Surat,Under Maintenance,2026-04-06,2022-02-09,5,601135
VH0505,Kia,Sonet,2021,Compact SUV,Diesel,DCT,Green,957095,15.7,,,1350.0,5,62197,6.4,Amit Yadav,9527611745,UP26IZ8883,Noida,Available,2026-06-22,2024-05-15,3,667863
VH0775,Tata,Harrier,2016,SUV,Petrol,DCT,Blue,1692047,41.2,,,2850.0,5,14082,5.5,Rohit Mishra,9242842323,GJ19WK9729,Ahmedabad,Under Maintenance,2025-08-24,2022-06-18,8,585309
VH0348,Ford,Endeavour,2020,SUV,Petrol,Manual,Yellow,4122773,48.1,,,1500.0,5,25807,7.1,Rohit Patel,9878731965,GJ13QD8306,Surat,Available,2024-03-10,2022-02-18,4,2697089
VH0387,MG,Hector,2023,SUV,Petrol,CVT,Green,1974027,14.5,,,2300.0,5,66479,7.3,Anjali Singh,9209970339,KL48YP7750,Kochi,Available,2025-03-28,2023-01-21,1,1684873
VH0025,Ola Electric,S1 Pro,2021,Electric Scooter,Electric,Automatic,Gold,187819,,148.0,22.8,,2,87562,5.6,Manoj Gupta,9491079829,HR56AQ9821,Faridabad,Available,2025-11-07,2023-10-05,3,126296
VH0895,TVS,Jupiter,2019,Scooter,Petrol,Manual,Grey,85911,48.9,,,100.0,2,107276,3.9,Ananya Kumar,9415307795,HR61ZO6877,Faridabad,Sold,2026-04-01,2024-05-06,5,42330
VH0829,Maruti Suzuki,Vitara Brezza,2019,Compact SUV,Diesel,Automatic,Red,1016123,12.4,,,1500.0,5,58714,5.5,Kavya Mishra,9696210575,GJ11LO3418,Surat,Available,2025-10-05,2022-08-09,5,550013
VH0893,Maruti Suzuki,Celerio,2017,Hatchback,Petrol,Automatic,White,546131,48.6,,,1300.0,5,5604,6.3,Priya Singh,9432610204,HR90LV2433,Gurugram,Available,2027-04-08,2022-06-18,7,237237
VH0476,Maruti Suzuki,Alto,2018,Hatchback,Petrol,DCT,Silver,375679,33.7,,,1050.0,5,47408,5.4,Rajesh Sharma,9489571951,UP49GM4018,Agra,Available,2024-03-02,2022-08-24,6,177542
VH0471,Hyundai,Creta,2019,SUV,Petrol,AMT,Blue,1195930,44.8,,,1850.0,5,81792,4.8,Meera Pandey,9953801568,UK85TA8428,Dehradun,Available,2027-06-22,2022-07-27,5,619740
VH0448,Bajaj,Pulsar NS200,2016,Motorcycle,Petrol,Manual,Grey,147635,37.9,,,350.0,2,56190,4.1,Rajesh Tiwari,9187990100,MH13EW7974,Nagpur,Available,2024-09-23,2024-09-02,8,44852
VH0582,Kia,EV6,2020,Electric SUV,Electric,Automatic,Gold,6707555,,187.0,81.7,,5,20913,7.3,Sunita Menon,9588100108,MP28WX8802,Indore,Available,2026-08-20,2022-10-26,4,4420862
VH0653,Hero,HF Deluxe,2019,Motorcycle,Petrol,Manual,Silver,67492,25.3,,,450.0,2,15500,7.0,Seema Shah,9804351176,TN30UF3406,Chennai,Available,2027-09-02,2022-03-20,5,39449
VH0173,TVS,Ntorq 125,2023,Scooter,Petrol,Manual,Green,120356,47.7,,,150.0,2,44410,8.0,Gurpreet Rao,9928316966,RJ48EX5403,Jaipur,Sold,2026-05-29,2023-07-12,1,105382
VH0150,Renault,Duster,2017,SUV,Petrol,Manual,Orange,1158244,40.4,,,2500.0,5,67435,4.3,Sunita Sharma,9205877984,WB97KZ8052,Kolkata,Available,2026-11-28,2023-03-29,7,431521
VH0039,Ford,Endeavour,2022,SUV,Diesel,CVT,Maroon,4492687,16.4,,,2900.0,5,53771,7.2,Ananya Gupta,9191926217,UK90IR1166,Dehradun,Available,2026-09-27,2023-05-08,2,3532280
VH0714,Ola Electric,S1 Pro,2015,Electric Scooter,Electric,Automatic,Red,138230,,221.0,19.6,,2,52754,3.7,Pooja Chauhan,9820952828,GJ36XW4042,Surat,Available,2025-01-06,2023-08-07,9,41469
VH0091,Royal Enfield,Meteor 350,2022,Motorcycle,Petrol,Manual,Grey,262255,48.3,,,450.0,2,56761,7.1,Nisha Patel,9871531100,UK69AU9443,Dehradun,Available,2024-01-04,2023-12-24,2,205408
VH0937,Kia,EV6,2016,Electric SUV,Electric,Automatic,Gold,6233861,,328.0,45.4,,5,88603,3.0,Gurpreet Nair,9479392520,MH08ZU1423,Pune,Available,2024-08-23,2024-10-29,8,1870158
VH0206,Hyundai,Venue,2024,Compact SUV,Diesel,Automatic,Red,1198226,20.8,,,1200.0,5,105470,6.5,Suresh Nair,9795109916,UP53QA1145,Noida,Available,2024-01-18,2023-04-04,0,1071849
VH0876,Ola Electric,S1 Air,2022,Electric Scooter,Electric,Automatic,Yellow,133312,,136.0,70.8,,2,12594,8.6,Neha Chauhan,9171703302,GJ24HN6105,Ahmedabad,Available,2027-06-25,2022-04-17,2,110303
VH0352,Hyundai,i20,2016,Hatchback,Petrol,CVT,Green,793655,14.8,,,1150.0,5,43731,4.5,Manoj Mishra,9386083995,TN84UA1619,Chennai,Available,2026-03-12,2022-01-08,8,251008
VH0890,Renault,Kiger,2017,Compact SUV,Petrol,DCT,White,818952,30.9,,,1300.0,5,87385,3.6,Arjun Singh,9769003588,GJ73KJ2329,Surat,Available,2024-05-15,2023-10-05,7,288774
VH0094,Hero,Splendor Plus,2019,Motorcycle,Petrol,Manual,White,77650,46.4,,,100.0,2,25548,6.6,Suresh Menon,9139321248,TS40QM9897,Hyderabad,Sold,2025-08-08,2024-01-02,5,44606
VH0156,Toyota,Camry,2021,Sedan,Petrol,DCT,Yellow,5272073,29.7,,,1450.0,5,25023,7.7,Ravi Singh,9625749126,MP82RW3838,Indore,Available,2025-10-06,2024-07-12,3,3874852
VH0782,MG,Hector,2016,SUV,Petrol,Manual,Black,1478362,43.9,,,2650.0,5,65377,3.8,Rajesh Singh,9131662023,UP32TY3938,Lucknow,Sold,2024-09-01,2023-11-11,8,443508
VH0959,Hyundai,Alcazar,2024,SUV,Petrol,Manual,Gold,2316551,25.7,,,1750.0,5,82546,7.2,Meera Shah,9858235280,CH92OI3713,Chandigarh,Available,2026-05-11,2024-02-09,0,2125328
VH0500,Tata,Harrier,2021,SUV,CNG,DCT,Blue,1878458,34.9,,,2600.0,5,89353,5.5,Arun Kaur,9777395712,BR73FI2552,Patna,Sold,2027-11-21,2022-09-30,3,1259782
VH0339,Toyota,Fortuner,2015,SUV,Petrol,Manual,Orange,3310717,50.3,,,2550.0,5,56297,3.6,Seema Pandey,9947105447,GJ18CE7813,Surat,Sold,2027-06-30,2023-01-04,9,993215
VH0189,Kia,Sonet,2020,Compact SUV,Diesel,CVT,Silver,893491,13.9,,,1100.0,5,40052,6.7,Simran Mishra,9729230605,KA68LC7120,Bangalore,Available,2025-10-22,2022-10-07,4,571787
VH0029,Kia,EV6,2022,Electric SUV,Electric,Automatic,Green,7618080,,137.0,54.7,,5,68389,6.7,Arjun Singh,9963406382,CH97YD7965,Chandigarh,Under Maintenance,2026-08-09,2022-04-13,2,5878194
VH0218,Honda,CR-V,2024,SUV,Petrol,CVT,Grey,4093152,18.4,,,1800.0,5,21520,9.3,Vikram Yadav,9855309458,UK26YI9571,Dehradun,Available,2024-03-21,2024-10-13,0,4005067
VH0400,Ather,450 Plus,2022,Electric Scooter,Electric,Automatic,Yellow,169928,,140.0,42.8,,2,42506,7.6,Arun Yadav,9922991714,WB34PS7189,Kolkata,Under Maintenance,2024-05-05,2022-02-27,2,135516
VH0821,Hero,HF Deluxe,2017,Motorcycle,Petrol,Manual,Silver,62537,29.8,,,100.0,2,107638,2.9,Meera Yadav,9114978878,TN41MU3447,Chennai,Available,2027-09-17,2022-12-20,7,20784
VH0946,Maruti Suzuki,Baleno,2022,Hatchback,Petrol,CVT,Green,865190,25.5,,,1000.0,5,32146,7.9,Harpreet Patel,9884669128,MP74QQ1368,Bhopal,Available,2027-02-12,2024-10-22,2,698947
VH0170,Bajaj,Avenger 220,2020,Motorcycle,Petrol,Manual,Red,158861,21.1,,,450.0,2,103953,4.5,Pooja Gupta,9142763764,MH03SC1225,Mumbai,Under Maintenance,2026-03-26,2024-11-03,4,91511
VH0405,Kia,Carnival,2016,MPV,CNG,DCT,Silver,2879064,29.3,,,2150.0,8,82792,3.2,Kavya Agarwal,9293918682,UP54MI9443,Lucknow,Sold,2027-12-11,2024-11-23,8,863719
VH0198,Hyundai,Santro,2023,Hatchback,Petrol,DCT,Black,675047,52.4,,,1250.0,5,68240,7.2,Vikas Verma,9639127345,PB61JC7468,Ludhiana,Available,2027-03-16,2022-10-29,1,574978
VH0254,Renault,Kwid,2017,Hatchback,Petrol,DCT,Maroon,409969,39.8,,,800.0,5,79058,3.9,Rekha Singh,9654738715,PB19BF5231,Amritsar,Under Maintenance,2027-02-28,2022-02-08,7,147975
VH0614,Hyundai,Verna,2016,Sedan,Diesel,Manual,Grey,1063422,12.5,,,1600.0,5,51868,4.3,Arjun Shah,9851095587,PB09RD5513,Ludhiana,Sold,2026-03-15,2022-07-27,8,327674
VH0913,Kia,Carens,2016,MPV,Diesel,Manual,Red,1109419,22.9,,,2150.0,7,117852,2.1,Sanjay Agarwal,9806414434,HR71SW9946,Faridabad,Available,2026-04-06,2022-03-25,8,332825
VH0492,Hero,Passion Pro,2019,Motorcycle,Petrol,Manual,Maroon,86164,47.8,,,200.0,2,75029,5.0,Kavya Mishra,9807681800,GJ32FT8079,Surat,Available,2024-07-14,2024-03-16,5,45233
VH0954,Hyundai,Tucson,2017,SUV,Petrol,DCT,Maroon,3111030,44.6,,,2800.0,5,104142,3.0,Arjun Dubey,9524661188,MH81AY6529,Pune,Available,2024-04-04,2024-11-29,7,1044864
VH0098,Hyundai,Venue,2022,Compact SUV,CNG,CVT,Green,1087901,25.8,,,1100.0,5,65910,6.8,Arjun Rao,9127824235,MP47MK5566,Bhopal,Sold,2026-11-26,2024-03-03,2,842133
VH0033,Ather,450X,2022,Electric Scooter,Electric,Automatic,Brown,190363,,211.0,41.1,,2,82060,6.3,Gurpreet Singh,9601856351,WB44VV7624,Kolkata,Under Maintenance,2026-12-29,2022-02-25,2,144283
VH0588,MG,Gloster,2023,SUV,CNG,Manual,Gold,4303501,29.6,,,2050.0,5,90749,6.5,Deepak Mishra,9406046409,RJ71TF9892,Jaipur,Sold,2027-10-25,2024-06-14,1,3568682
VH0751,Ford,Aspire,2018,Sedan,Diesel,Manual,Red,834146,16.7,,,1600.0,5,13615,6.5,Meera Tiwari,9529827812,MP15OA1118,Bhopal,Under Maintenance,2025-12-27,2024-01-09,6,422399
VH0658,TVS,iQube Electric,2020,Electric Scooter,Electric,Automatic,Orange,127835,,314.0,48.2,,2,15627,7.5,Arjun Pandey,9438031505,PB43HZ6930,Ludhiana,Sold,2027-11-20,2023-05-09,4,84930
VH0235,Volkswagen,Vento,2024,Sedan,Petrol,Automatic,Silver,1474331,42.9,,,1750.0,5,89977,7.0,Harpreet Gupta,9415870923,PB70XT4218,Amritsar,Available,2024-06-01,2023-01-18,0,1341675
VH0733,Kia,Seltos,2017,SUV,Petrol,CVT,Black,1055703,23.3,,,2400.0,5,10075,6.2,Vikas Verma,9442371535,PB62OD9797,Amritsar,Sold,2025-02-06,2024-09-06,7,453873
VH0989,Ford,Endeavour,2019,SUV,Petrol,Manual,Yellow,4099563,22.6,,,1950.0,5,96042,4.3,Anjali Kaur,9317214952,MH42JO2761,Mumbai,Available,2024-12-21,2024-01-20,5,2066007
VH0633,Tata,Punch,2017,Micro SUV,CNG,DCT,Yellow,794668,32.2,,,900.0,5,79908,3.8,Amit Dubey,9504288204,GJ98VJ7454,Ahmedabad,Under Maintenance,2027-09-11,2023-01-05,7,286153
VH0157,Hyundai,Alcazar,2015,SUV,Petrol,Automatic,Red,1528197,29.7,,,2350.0,5,74607,3.0,Deepak Pandey,9624737111,MP84PN9056,Bhopal,Available,2024-03-04,2023-03-28,9,458459
VH0470,Tata,Altroz,2016,Hatchback,Petrol,DCT,Black,637108,54.0,,,800.0,5,82575,3.2,Priya Pandey,9158829061,WB41WC3089,Kolkata,Available,2026-06-03,2022-05-15,8,191132
VH0425,Honda,WR-V,2015,Compact SUV,CNG,Manual,Blue,941403,30.9,,,1050.0,5,35800,4.3,Rajesh Dubey,9587538394,TS20AC8540,Hyderabad,Sold,2027-05-01,2022-01-12,9,282420
VH0628,Toyota,Camry,2022,Sedan,Diesel,Automatic,Silver,6227190,20.3,,,1400.0,5,15535,8.5,Manpreet Dubey,9769654032,KL81JX1105,Kochi,Sold,2024-05-17,2022-01-01,2,5134100
VH0935,Ford,Endeavour,2017,SUV,Petrol,AMT,Maroon,3593550,48.4,,,1700.0,5,94992,3.3,Karthik Shah,9574967169,PB90UC9486,Ludhiana,Available,2027-07-22,2022-06-14,7,1239803
VH0210,Skoda,Slavia,2023,Sedan,Diesel,CVT,Blue,1361349,13.7,,,1600.0,5,98045,6.2,Divya Joshi,9338642889,UP72YF6499,Agra,Available,2025-09-20,2024-05-11,1,1118967
VH0066,Kia,Carens,2015,MPV,Petrol,CVT,Red,1060226,19.2,,,2200.0,7,103869,2.0,Rajesh Patel,9452788129,MH98RG4538,Mumbai,Sold,2027-05-05,2022-01-06,9,318067
VH0109,Honda,Jazz,2020,Hatchback,CNG,DCT,Orange,1176131,32.5,,,950.0,5,105877,4.5,Priya Verma,9247141682,UK66MQ1659,Dehradun,Sold,2026-08-28,2024-11-29,4,675243
VH0543,Skoda,Kushaq,2022,Compact SUV,Petrol,AMT,Grey,1309931,14.2,,,1350.0,5,13782,8.5,Rohit Singh,9531717324,TS39LD1084,Hyderabad,Available,2026-06-01,2024-10-04,2,1082288
VH0569,Renault,Kwid,2017,Hatchback,Petrol,Automatic,Grey,426791,15.1,,,1100.0,5,48373,4.9,Suresh Shah,9269837180,MH07WD2208,Pune,Available,2024-10-16,2022-06-11,7,167142
VH0168,Toyota,Innova Crysta,2024,MPV,Petrol,CVT,Grey,2974006,26.9,,,1500.0,7,27428,9.1,Harpreet Sharma,9806957378,GJ83CH5668,Ahmedabad,Sold,2026-11-26,2024-11-09,0,2892434
VH0175,Hyundai,Creta,2018,SUV,Petrol,AMT,Black,1214155,51.7,,,1750.0,5,94909,3.8,Arjun Kaur,9366570563,DL71ZW7870,Delhi,Available,2025-10-17,2023-07-10,6,516126
VH0891,Royal Enfield,Thunderbird 350,2021,Motorcycle,Petrol,Manual,Red,229160,33.4,,,100.0,2,53625,6.7,Suresh Dubey,9525571850,TS48DJ4861,Hyderabad,Available,2026-05-30,2023-04-27,3,161872
VH0948,Ola Electric,S1 Air,2024,Electric Scooter,Electric,Automatic,Green,146116,,281.0,12.2,,2,69471,7.7,Amit Rao,9863758499,UP29ZE2674,Agra,Available,2026-08-13,2022-09-11,0,135965
VH0049,Royal Enfield,Thunderbird 350,2019,Motorcycle,Petrol,Manual,Brown,235081,30.4,,,500.0,2,67949,5.2,Anjali Rao,9929517022,DL59CK5135,Delhi,Available,2024-01-03,2024-08-04,5,125075
VH0353,TVS,iQube Electric,2021,Electric Scooter,Electric,Automatic,Brown,135404,,286.0,64.6,,2,47544,6.9,Simran Dubey,9230141431,MH70HA7298,Mumbai,Available,2025-11-13,2023-09-13,3,96469
VH0778,MG,Astor,2018,SUV,CNG,DCT,Green,1212624,34.6,,,1700.0,5,103289,3.6,Nisha Nair,9203746446,TS90HZ9819,Hyderabad,Under Maintenance,2026-11-05,2024-09-01,6,505313
VH0447,Skoda,Kushaq,2022,Compact SUV,CNG,Automatic,Maroon,1499477,34.9,,,1450.0,5,107334,5.4,Rohit Kumar,9405517657,HR81VR4831,Faridabad,Sold,2027-03-19,2022-10-14,2,1098615
VH0885,Hero,Passion Pro,2024,Motorcycle,Petrol,Manual,Black,99835,29.1,,,500.0,2,72326,7.6,Deepak Chauhan,9138822127,PB16OY8987,Amritsar,Sold,2027-03-05,2024-11-02,0,92614
VH0673,Skoda,Octavia,2023,Sedan,Diesel,AMT,Blue,4300963,22.0,,,1600.0,5,35668,8.3,Deepak Mishra,9379923825,HR41NM8240,Gurugram,Under Maintenance,2026-09-21,2023-03-25,1,3803479
VH0851,Ather,450X,2021,Electric Scooter,Electric,Automatic,Maroon,200646,,258.0,72.5,,2,12565,8.1,Suresh Joshi,9609889702,HR63AM1633,Gurugram,Available,2024-06-18,2023-05-18,3,149969
VH0735,Hero,Splendor Plus,2019,Motorcycle,Petrol,Manual,Blue,85732,38.7,,,450.0,2,114173,3.7,Ananya Kumar,9792863736,UP23KQ8918,Noida,Available,2026-12-25,2023-05-25,5,41650
VH0718,Hero,Splendor Plus,2017,Motorcycle,Petrol,Manual,Brown,78055,20.8,,,350.0,2,31265,5.5,Harpreet Kumar,9697472351,PB56NY1383,Amritsar,Sold,2026-02-07,2022-09-27,7,31903
VH0455,TVS,Apache RTR 160,2016,Motorcycle,Petrol,Manual,White,129603,35.8,,,100.0,2,77687,3.4,Amit Agarwal,9751605405,GJ27HW8278,Ahmedabad,Available,2024-04-02,2024-10-03,8,38880
VH0265,Maruti Suzuki,Vitara Brezza,2017,Compact SUV,Petrol,DCT,Brown,912867,17.0,,,1200.0,5,33286,5.4,Vikas Agarwal,9973110318,TS15ZQ5222,Hyderabad,Sold,2027-11-22,2024-06-25,7,371275
VH0076,Skoda,Kushaq,2018,Compact SUV,Petrol,DCT,Green,1145588,22.4,,,1150.0,5,23528,6.2,Sunita Sharma,9634063428,TN98IJ6375,Chennai,Sold,2024-09-21,2024-02-18,6,568752
VH0658,TVS,iQube Electric,2020,Electric Scooter,Electric,Automatic,Orange,127835,,314.0,48.2,,2,15627,7.5,Arjun Pandey,9438031505,PB43HZ6930,Ludhiana,Sold,2027-11-20,2023-05-09,4,84930
VH0445,MG,Gloster,2018,SUV,CNG,Manual,Gold,3113559,28.3,,,2650.0,5,41427,5.6,Sanjay Gupta,9199664255,UP95EQ9860,Agra,Available,2026-12-03,2023-11-29,6,1490065
VH0396,TVS,Ntorq 125,2024,Scooter,Petrol,Manual,Red,125687,45.0,,,150.0,2,60089,8.0,Suresh Chauhan,9399456538,MH61VT7626,Pune,Available,2024-08-09,2022-09-08,0,118134
VH0177,Skoda,Slavia,2022,Sedan,CNG,DCT,Blue,1541667,35.0,,,1500.0,5,71481,6.6,Karthik Sharma,9540272920,UP70YZ5016,Agra,Available,2025-12-10,2022-01-20,2,1184800
VH0043,Skoda,Superb,2022,Sedan,Petrol,CVT,Grey,4880309,16.1,,,1950.0,5,74272,6.5,Nisha Verma,9262915636,KA09MP2213,Bangalore,Available,2025-09-14,2022-06-24,2,3736989
VH0736,Volkswagen,Taigun,2022,Compact SUV,Petrol,Automatic,Gold,1418932,27.1,,,1400.0,5,113487,5.2,Harpreet Tiwari,9822602684,MP64FF2074,Indore,Available,2026-06-26,2023-12-03,2,1030872
VH0402,Tata,Nexon EV,2019,Electric SUV,Electric,Automatic,Blue,1745762,,143.0,4.1,,5,91720,4.4,Nisha Chauhan,9552230665,TS05OV7921,Hyderabad,Available,2026-08-19,2022-02-15,5,887335
VH0381,Toyota,Yaris,2021,Sedan,CNG,AMT,Silver,1224015,27.8,,,1750.0,5,105840,5.0,Gurpreet Pandey,9896209276,KL58RC4533,Kochi,Under Maintenance,2026-06-25,2023-08-15,3,800701
VH0596,Kia,EV6,2016,Electric SUV,Electric,Automatic,Red,6292332,,105.0,35.4,,5,106478,2.5,Meera Kaur,9780271060,MP81CG7879,Indore,Under Maintenance,2024-11-25,2023-01-04,8,1887699
VH0062,Tata,Punch,2018,Micro SUV,Petrol,DCT,Gold,828105,46.4,,,800.0,5,84195,4.2,Manoj Menon,9727666622,GJ69DO7038,Ahmedabad,Available,2026-01-30,2022-08-10,6,360892
VH0297,Renault,Triber,2019,MPV,CNG,Manual,White,1008370,30.7,,,1600.0,7,78518,4.9,Suresh Bhatt,9979947812,UP42ZP3832,Agra,Under Maintenance,2027-08-08,2023-09-08,5,525846
VH0873,Toyota,Yaris,2016,Sedan,Petrol,AMT,Gold,988321,30.6,,,1500.0,5,115545,2.1,Simran Kumar,9347922133,TS46MI5075,Hyderabad,Available,2026-08-19,2022-02-19,8,296496
VH0490,Toyota,Camry,2021,Sedan,Petrol,Manual,Maroon,5524304,51.0,,,1500.0,5,77503,5.9,Neha Shah,9717499666,TN27JN8778,Chennai,Under Maintenance,2025-02-19,2024-10-26,3,3770320
VH0879,Renault,Duster,2024,SUV,CNG,AMT,Gold,1376937,26.8,,,1650.0,5,60894,8.0,Amit Mishra,9245926081,HR32FU1692,Faridabad,Available,2026-12-19,2024-09-30,0,1293089
VH0279,Hero,Xtreme 160R,2023,Motorcycle,Petrol,Manual,White,177633,35.9,,,350.0,2,20910,8.8,Kavya Kumar,9492756851,MP70HZ2467,Indore,Available,2025-09-13,2022-01-22,1,159708
VH0037,Ather,450 Plus,2020,Electric Scooter,Electric,Automatic,Yellow,145456,,265.0,29.6,,2,23586,7.2,Divya Pandey,9859466878,GJ63DN6934,Surat,Available,2026-12-04,2023-07-08,4,95479
VH0976,Ather,450 Plus,2021,Electric Scooter,Electric,Automatic,White,168056,,130.0,38.6,,2,19707,7.8,Vikas Mishra,9656496091,HR08MP4865,Faridabad,Sold,2024-02-01,2024-01-18,3,124410
VH0663,Hero,Xtreme 160R,2019,Motorcycle,Petrol,Manual,Brown,159301,42.7,,,200.0,2,88830,4.5,Karthik Sharma,9737322987,UP99SQ2372,Agra,Available,2027-08-22,2024-07-17,5,81429
VH0954,Hyundai,Tucson,2017,SUV,Petrol,DCT,Maroon,3111030,44.6,,,2800.0,5,104142,3.0,Arjun Dubey,9524661188,MH81AY6529,Pune,Available,2024-04-04,2024-11-29,7,1044864
VH0445,MG,Gloster,2018,SUV,CNG,Manual,Gold,3113559,28.3,,,2650.0,5,41427,5.6,Sanjay Gupta,9199664255,UP95EQ9860,Agra,Available,2026-12-03,2023-11-29,6,1490065
VH0978,Hero,Splendor Plus,2019,Motorcycle,Petrol,Manual,Green,80622,20.2,,,150.0,2,60363,5.5,Nisha Nair,9451535068,MP84YF2191,Bhopal,Available,2027-05-01,2022-03-22,5,43506
VH0572,Toyota,Yaris,2018,Sedan,Petrol,DCT,Grey,1041688,30.1,,,1300.0,5,49190,5.4,Rajesh Mishra,9276978815,HR60PK7637,Faridabad,Available,2027-08-17,2024-05-18,6,490437
VH0739,Skoda,Octavia,2020,Sedan,CNG,AMT,Grey,4096860,30.6,,,1850.0,5,3053,7.9,Rohit Nair,9590581599,CH98MB7697,Chandigarh,Sold,2027-12-13,2023-02-19,4,2773357
